employee_id,age,gender,education_level,experience_years,job_role,company_type,working_hours_per_day,projects_handled,overtime_hours,work_pressure_score,deadline_frequency,work_life_balance,remote_work,team_size,manager_support,job_satisfaction,mental_fatigue_score,stress_level,sleep_hours,physical_activity,health_issues,burnout_score
10203,32,Female,Master,14,Software Engineer,Corporate,10,1,21,4,Medium,4,No,3,4,1,0.4,5,7.0,No,Yes,0.214
10204,49,Female,PhD,0,Software Engineer,MNC,9,4,20,7,Medium,3,No,17,2,2,2.6,2,6.7,Yes,Yes,0.463
10205,46,Male,Bachelor,10,HR Executive,Corporate,11,4,5,8,Medium,4,No,18,1,2,9.2,5,7.2,No,No,1.0
10206,44,Female,Master,1,Data Analyst,MNC,8,4,6,7,Medium,3,No,12,2,2,9.6,1,5.2,No,Yes,0.851
10207,52,Female,PhD,0,Software Engineer,Corporate,8,2,24,6,High,3,Yes,12,2,5,7.3,2,4.8,Yes,No,0.513
10208,51,Female,Bachelor,30,Project Manager,MNC,7,4,9,7,Low,4,Yes,19,3,4,0.6,1,7.8,No,Yes,0.0
10209,56,Male,Bachelor,15,Project Manager,Startup,11,6,9,4,Medium,3,Yes,19,1,1,0.2,2,6.8,Yes,No,0.274
10210,28,Female,PhD,21,ML Engineer,MNC,7,1,26,10,Medium,5,Yes,4,3,1,4.8,4,5.0,No,Yes,0.764
10211,37,Female,Bachelor,17,Software Engineer,Startup,11,6,5,1,Medium,1,No,11,3,1,10.0,1,6.2,Yes,No,0.784
10212,47,Female,PhD,16,ML Engineer,Startup,7,1,5,5,High,2,Yes,6,3,3,8.7,4,5.7,Yes,Yes,0.738
10213,23,Male,PhD,29,Software Engineer,Startup,10,3,28,8,Medium,3,Yes,9,3,2,9.3,4,8.0,Yes,No,0.934
10214,22,Female,Master,9,HR Executive,MNC,10,5,18,10,Medium,3,Yes,7,2,4,6.2,5,6.5,Yes,Yes,0.91
10215,33,Female,Master,34,Software Engineer,MNC,9,4,28,6,Low,4,No,6,4,4,8.6,3,6.8,No,Yes,0.433
10216,26,Female,Master,20,Data Analyst,Startup,10,6,7,5,High,5,No,5,2,3,3.2,2,5.4,No,Yes,0.312
10217,58,Male,Master,15,Project Manager,Corporate,11,5,8,2,Low,2,No,6,3,5,0.3,1,7.7,Yes,No,0.0
10218,53,Female,Bachelor,5,HR Executive,MNC,7,5,0,10,Medium,3,Yes,16,3,3,9.2,4,8.2,No,Yes,0.937
10219,30,Female,Bachelor,2,Project Manager,MNC,11,5,15,5,High,5,Yes,16,4,3,2.2,5,7.7,No,Yes,0.27
10220,56,Female,Bachelor,20,ML Engineer,MNC,9,5,5,10,Medium,2,Yes,19,5,2,7.3,1,6.5,No,Yes,0.775
10221,40,Male,Master,12,HR Executive,MNC,9,5,22,3,Medium,4,Yes,11,1,5,6.6,5,7.8,No,No,0.345
10222,37,Female,Bachelor,17,Data Analyst,Startup,6,1,26,2,High,3,No,5,3,3,1.6,1,5.3,Yes,No,0.0
10223,24,Female,Bachelor,23,Project Manager,Corporate,10,2,7,3,Low,4,No,17,3,4,2.0,5,5.0,No,Yes,0.281
10224,41,Female,Bachelor,26,Software Engineer,Corporate,8,4,14,4,High,4,Yes,3,2,2,3.3,5,6.3,No,No,0.386
10225,45,Male,Master,3,Software Engineer,Corporate,8,4,11,2,High,3,Yes,6,3,5,7.6,3,5.2,No,Yes,0.549
10226,54,Male,PhD,21,Software Engineer,Corporate,6,1,9,4,Low,5,No,16,3,4,0.4,4,5.5,No,Yes,0.0
10227,45,Female,PhD,23,HR Executive,Startup,7,6,15,4,High,5,Yes,14,1,1,4.1,2,6.8,No,No,0.368
10228,32,Male,Bachelor,9,Data Analyst,MNC,6,1,14,6,Low,4,No,8,2,2,6.7,2,6.1,Yes,Yes,0.323
10229,29,Male,PhD,1,Data Analyst,MNC,7,5,10,5,Low,4,No,12,5,4,1.7,1,8.0,No,Yes,0.0
10230,57,Male,Master,5,Data Analyst,Startup,10,2,23,7,High,1,No,6,3,3,1.2,1,5.4,No,Yes,0.433
10231,59,Female,Master,17,Project Manager,MNC,10,4,6,7,High,2,Yes,18,3,3,3.9,3,8.5,No,No,0.418
10232,41,Female,Master,16,HR Executive,Startup,9,6,7,3,Low,4,No,3,5,2,2.9,1,5.9,No,No,0.088
10233,56,Male,Bachelor,22,Software Engineer,Corporate,9,3,10,9,Low,4,Yes,5,4,5,6.5,2,6.6,Yes,Yes,0.467
10234,46,Male,PhD,29,Project Manager,Startup,9,1,8,7,Low,2,Yes,9,5,3,9.7,4,5.0,No,Yes,0.911
10235,56,Male,Bachelor,20,Data Analyst,MNC,9,3,25,7,Low,3,No,5,5,4,0.0,3,6.8,No,No,0.102
10236,46,Female,Bachelor,9,Software Engineer,MNC,8,4,6,2,Low,5,Yes,17,2,1,9.0,1,8.3,Yes,No,0.295
10237,50,Female,Master,12,HR Executive,MNC,9,1,14,10,High,3,Yes,8,5,5,4.3,3,7.5,No,No,0.427
10238,39,Male,Bachelor,11,ML Engineer,Corporate,9,4,14,3,Medium,2,No,18,2,2,6.6,3,5.5,Yes,No,0.481
10239,39,Male,Bachelor,8,Data Analyst,Startup,9,1,15,3,High,2,Yes,19,5,3,8.5,3,6.3,No,Yes,0.543
10240,23,Male,Master,3,Data Analyst,Startup,7,6,2,6,Medium,1,Yes,4,3,5,5.7,1,6.2,No,No,0.413
10241,56,Male,Bachelor,23,Data Analyst,MNC,11,4,15,4,Low,1,Yes,12,3,1,1.0,5,4.9,Yes,Yes,0.607
10242,37,Female,Master,33,Data Analyst,Startup,9,3,14,4,High,5,Yes,13,4,5,1.4,1,8.0,Yes,Yes,0.0
10243,57,Male,Master,4,Software Engineer,MNC,6,2,24,1,Medium,4,Yes,8,5,5,7.9,1,6.0,Yes,Yes,0.0
10244,54,Female,Master,14,HR Executive,Startup,9,6,0,6,Low,2,Yes,17,1,2,2.3,1,6.5,No,No,0.433
10245,25,Male,Master,3,Project Manager,Corporate,9,6,13,8,High,1,Yes,18,5,1,5.7,1,5.7,No,No,0.605
10246,54,Male,Master,7,Software Engineer,Corporate,8,1,23,8,Medium,3,Yes,15,1,1,4.3,1,5.1,No,No,0.668
10247,35,Male,Master,23,HR Executive,Startup,11,3,21,8,High,1,Yes,18,5,5,3.0,3,8.1,Yes,No,0.521
10248,42,Male,Master,27,Project Manager,Corporate,9,4,10,5,Medium,3,Yes,4,2,3,7.9,3,4.6,Yes,No,0.798
10249,41,Male,Master,26,Data Analyst,Corporate,11,3,2,10,High,1,No,14,3,5,7.3,1,6.1,No,Yes,0.714
10250,29,Female,Master,0,HR Executive,Corporate,7,6,8,6,High,3,Yes,16,1,4,6.5,4,7.4,No,No,0.591
10251,28,Male,PhD,33,Data Analyst,MNC,10,1,5,5,Medium,1,No,10,1,3,3.7,4,5.7,Yes,Yes,0.66
10252,24,Male,Bachelor,16,HR Executive,Startup,11,3,22,4,High,1,Yes,8,5,2,2.3,5,6.3,Yes,Yes,0.459
10253,38,Male,Bachelor,25,ML Engineer,Startup,11,4,15,4,High,5,Yes,16,3,1,5.2,4,6.8,No,No,0.521
10254,54,Female,PhD,23,Data Analyst,MNC,9,5,10,4,Low,4,Yes,17,4,3,8.2,2,8.5,No,No,0.366
10255,33,Female,Bachelor,20,Data Analyst,MNC,9,6,17,4,Medium,2,No,5,1,2,5.8,2,7.5,No,Yes,0.364
10256,43,Female,Bachelor,29,Data Analyst,Corporate,9,2,16,6,High,4,Yes,9,3,5,9.7,4,8.4,No,No,0.514
10257,43,Female,Master,12,Software Engineer,Startup,8,2,16,6,Medium,5,Yes,18,3,2,0.2,1,7.3,Yes,Yes,0.0
10258,51,Male,Bachelor,2,Project Manager,MNC,10,6,2,5,High,3,Yes,4,1,4,10.0,4,5.6,No,Yes,0.942
10259,59,Male,Bachelor,31,Data Analyst,Corporate,8,5,26,9,Medium,4,Yes,19,2,2,6.9,2,5.6,Yes,No,0.766
10260,59,Male,PhD,34,Data Analyst,Startup,8,1,18,8,Medium,2,No,13,2,3,8.3,4,7.8,No,Yes,0.832
10261,29,Female,Master,18,Software Engineer,Corporate,8,3,23,10,Low,2,Yes,5,5,1,3.3,3,6.2,No,Yes,0.558
10262,48,Male,Bachelor,13,Software Engineer,Startup,7,3,22,6,Low,3,No,10,5,3,5.1,5,6.0,No,No,0.408
10263,48,Male,PhD,21,ML Engineer,Corporate,10,5,14,9,Medium,2,Yes,9,3,3,8.0,3,8.3,Yes,Yes,0.812
10264,55,Female,PhD,16,HR Executive,Startup,7,5,9,5,High,5,Yes,18,1,1,7.6,3,4.6,No,No,0.735
10265,42,Female,Bachelor,3,Data Analyst,Startup,7,4,7,10,Medium,4,No,16,2,4,3.3,5,6.6,Yes,No,0.487
10266,51,Female,Bachelor,18,HR Executive,Startup,10,4,16,4,High,2,No,10,3,3,3.2,1,7.6,No,Yes,0.161
10267,54,Male,Master,1,Software Engineer,Startup,7,2,3,6,Medium,4,Yes,15,2,1,6.6,5,7.4,No,Yes,0.657
10268,49,Male,Master,14,Software Engineer,Corporate,10,1,7,4,Low,1,No,5,1,1,9.3,1,6.0,Yes,No,0.91
10269,54,Female,Master,1,ML Engineer,MNC,11,1,25,8,Low,4,Yes,4,2,3,4.4,2,6.6,No,Yes,0.536
10270,26,Male,PhD,10,Project Manager,Startup,11,5,1,7,High,3,Yes,15,4,1,3.5,4,4.5,Yes,No,0.791
10271,40,Female,Master,22,Software Engineer,Startup,9,2,22,5,Medium,5,Yes,5,5,5,8.9,2,6.6,Yes,Yes,0.374
10272,25,Female,Bachelor,9,Data Analyst,Startup,8,2,7,10,High,2,No,3,2,3,6.8,2,6.9,Yes,Yes,0.751
10273,56,Male,Master,2,ML Engineer,Startup,11,4,29,6,Low,5,No,4,1,4,3.9,2,8.0,No,No,0.239
10274,38,Female,Bachelor,4,Project Manager,Corporate,11,3,24,7,Medium,4,Yes,12,1,5,0.6,4,5.3,No,Yes,0.425
10275,49,Female,Master,2,ML Engineer,MNC,7,1,6,2,Low,2,Yes,13,4,4,7.2,1,7.8,Yes,No,0.092
10276,51,Female,Master,12,Software Engineer,MNC,10,2,27,9,Low,5,Yes,5,1,3,3.5,5,7.4,No,No,0.505
10277,50,Male,Bachelor,18,Project Manager,MNC,6,4,8,7,Medium,3,No,10,4,2,0.7,1,7.2,No,No,0.04
10278,27,Female,Master,34,HR Executive,Corporate,7,4,17,8,High,1,No,17,3,1,6.1,1,6.1,No,Yes,0.613
10279,56,Female,Bachelor,23,Project Manager,MNC,7,4,26,5,Medium,1,Yes,7,2,5,3.2,3,6.0,Yes,No,0.278
10280,58,Female,Bachelor,23,Data Analyst,Corporate,10,3,16,3,Low,3,Yes,10,1,3,3.4,4,7.3,Yes,Yes,0.422
10281,45,Female,Master,16,HR Executive,Corporate,6,2,0,2,Low,1,No,14,5,1,4.8,1,8.5,No,Yes,0.127
10282,50,Female,Bachelor,9,HR Executive,Startup,6,5,26,2,Low,3,No,6,2,2,7.2,1,6.1,Yes,Yes,0.35
10283,52,Female,Master,1,Data Analyst,Corporate,9,5,11,3,Low,4,No,10,4,4,2.8,2,8.2,No,No,0.0
10284,56,Female,Bachelor,22,HR Executive,MNC,7,4,3,1,High,3,No,4,2,3,0.8,3,6.8,No,No,0.0
10285,54,Male,Master,5,Software Engineer,MNC,8,4,16,1,Medium,1,Yes,5,2,3,4.2,5,8.0,No,Yes,0.307
10286,42,Male,Master,1,Project Manager,MNC,11,3,6,7,Medium,4,No,10,1,2,0.5,3,5.4,No,Yes,0.495
10287,53,Female,Master,20,Project Manager,Startup,7,4,23,10,High,3,No,14,5,4,7.0,2,7.5,No,Yes,0.611
10288,44,Male,Bachelor,34,Data Analyst,Startup,8,6,2,8,High,3,Yes,4,3,3,9.6,2,7.8,No,No,0.767
10289,54,Male,PhD,28,Software Engineer,Startup,8,2,29,6,Low,4,No,19,5,1,6.6,2,7.8,Yes,No,0.447
10290,24,Female,Bachelor,6,HR Executive,Corporate,10,4,0,7,Medium,2,No,16,4,2,2.8,4,7.6,No,No,0.562
10291,39,Male,Bachelor,28,Project Manager,MNC,7,4,18,1,Medium,1,Yes,16,5,3,1.8,2,5.7,Yes,Yes,0.106
10292,46,Female,Bachelor,22,Project Manager,Corporate,10,2,1,1,Medium,2,Yes,8,5,4,2.3,1,6.6,Yes,Yes,0.0
10293,52,Female,Bachelor,32,Project Manager,Corporate,9,1,5,9,High,4,Yes,10,4,5,2.2,4,5.7,No,Yes,0.391
10294,24,Female,PhD,7,Project Manager,MNC,8,6,10,5,Low,4,Yes,12,5,3,3.1,2,5.9,Yes,Yes,0.19
10295,45,Female,Bachelor,11,ML Engineer,Startup,6,6,22,7,Low,5,No,3,3,4,1.0,4,5.7,No,No,0.064
10296,53,Female,Master,9,Data Analyst,MNC,8,5,24,6,Medium,5,Yes,9,2,2,9.0,1,5.6,Yes,No,0.659
10297,43,Male,Master,14,HR Executive,Corporate,9,4,20,4,Low,4,Yes,9,3,4,8.9,2,7.3,No,No,0.409
10298,44,Female,Bachelor,23,HR Executive,Corporate,8,2,3,1,High,5,No,15,2,4,6.2,2,7.1,No,Yes,0.097
10299,23,Male,Master,25,Data Analyst,Startup,10,5,0,4,High,3,Yes,18,2,2,0.6,1,5.3,Yes,Yes,0.036
10300,48,Female,Bachelor,2,Software Engineer,Corporate,7,3,10,10,Medium,2,Yes,14,5,5,8.0,2,7.3,No,Yes,0.587
10301,23,Female,Bachelor,1,Data Analyst,Corporate,6,1,15,10,Low,4,Yes,8,2,1,0.6,1,5.7,No,No,0.259
10302,47,Female,Bachelor,5,Project Manager,MNC,10,4,29,8,High,3,No,9,4,5,1.1,2,5.3,Yes,Yes,0.256
10303,38,Male,PhD,20,Project Manager,Startup,11,1,5,1,High,1,No,19,3,1,3.3,2,7.5,No,Yes,0.339
10304,54,Female,PhD,8,Data Analyst,MNC,7,4,10,2,High,1,No,7,2,1,4.3,3,6.0,Yes,Yes,0.387
10305,30,Female,Bachelor,9,Data Analyst,MNC,6,4,7,8,High,5,No,5,5,1,3.5,4,6.8,No,Yes,0.252
10306,50,Female,Bachelor,2,HR Executive,MNC,9,4,19,2,Low,5,Yes,19,5,3,1.7,5,5.3,No,Yes,0.084
10307,47,Female,Master,23,HR Executive,Corporate,8,1,0,10,High,3,No,13,5,5,1.1,3,7.0,Yes,No,0.225
10308,56,Male,Bachelor,21,ML Engineer,Corporate,6,6,13,9,High,1,No,11,1,4,8.6,3,5.3,No,Yes,0.949
10309,46,Female,PhD,13,ML Engineer,Startup,11,3,29,3,Low,4,Yes,19,3,3,3.6,4,5.2,Yes,Yes,0.392
10310,45,Male,Master,26,Project Manager,Corporate,9,6,20,3,Medium,2,No,15,5,2,2.2,3,6.0,Yes,Yes,0.27
10311,34,Female,Bachelor,32,ML Engineer,Startup,7,2,25,6,Medium,5,No,8,4,2,4.9,1,7.7,Yes,Yes,0.12
10312,28,Male,Master,21,ML Engineer,MNC,6,2,20,3,High,3,No,6,5,1,0.4,3,5.2,No,No,0.081
10313,57,Male,Bachelor,28,Software Engineer,MNC,9,6,1,9,Medium,5,No,14,1,3,6.0,5,5.0,Yes,Yes,0.848
10314,41,Female,PhD,18,Data Analyst,Corporate,7,3,5,8,Low,3,No,6,3,3,2.5,1,4.6,Yes,No,0.387
10315,22,Female,PhD,18,HR Executive,Corporate,10,3,25,4,High,1,Yes,7,2,2,6.0,4,6.2,No,No,0.693
10316,29,Male,Bachelor,5,ML Engineer,Startup,8,4,8,6,Low,5,Yes,14,3,4,6.1,4,5.6,Yes,No,0.453
10317,37,Female,Bachelor,18,HR Executive,Corporate,9,4,13,8,Medium,3,Yes,19,2,5,8.1,4,5.7,No,No,0.801
10318,35,Female,PhD,12,ML Engineer,Corporate,10,2,21,4,Medium,3,No,12,2,5,2.3,1,8.4,Yes,No,0.015
10319,33,Female,PhD,25,ML Engineer,Corporate,11,4,7,5,High,5,Yes,8,5,1,4.6,4,5.3,No,No,0.473
10320,44,Male,Bachelor,21,Project Manager,MNC,11,4,25,7,Medium,2,Yes,19,4,1,9.6,4,6.3,No,Yes,0.981
10321,36,Female,Master,20,Software Engineer,Corporate,7,3,2,8,High,4,No,10,4,1,7.3,5,8.4,No,Yes,0.625
10322,49,Female,Bachelor,1,Data Analyst,Corporate,6,1,9,7,High,1,Yes,4,5,2,9.8,2,4.6,No,No,0.803
10323,55,Female,Bachelor,29,Data Analyst,MNC,8,6,17,8,Low,5,Yes,14,1,2,9.3,2,7.3,No,No,0.628
10324,23,Male,PhD,26,Project Manager,MNC,7,5,19,4,Medium,5,No,5,2,5,6.1,2,6.0,No,No,0.264
10325,53,Female,Bachelor,6,Project Manager,MNC,9,5,27,1,Medium,2,Yes,9,4,1,2.6,4,8.1,Yes,Yes,0.267
10326,44,Male,PhD,19,Data Analyst,MNC,8,4,8,6,High,1,Yes,3,3,3,7.6,1,8.1,Yes,Yes,0.501
10327,43,Female,Bachelor,30,Data Analyst,Corporate,10,4,8,5,High,5,No,19,1,4,7.0,4,6.0,No,No,0.644
10328,46,Male,Master,22,Software Engineer,Corporate,8,6,18,4,High,2,No,10,5,2,5.9,2,5.4,Yes,No,0.392
10329,43,Female,Bachelor,12,ML Engineer,Corporate,10,5,27,2,High,4,No,12,1,1,7.0,5,6.2,No,Yes,0.585
10330,43,Female,Master,16,Software Engineer,Startup,7,3,12,1,Low,3,No,19,4,1,6.1,4,8.4,Yes,Yes,0.299
10331,27,Male,Master,3,Data Analyst,MNC,6,5,0,9,Medium,4,No,18,5,2,5.2,4,5.6,No,No,0.631
10332,36,Male,Bachelor,13,ML Engineer,Corporate,11,5,16,2,Low,4,No,12,4,5,4.2,4,8.4,Yes,No,0.125
10333,58,Male,Master,19,Data Analyst,Corporate,8,5,3,9,Medium,4,No,17,2,5,0.4,1,7.8,Yes,No,0.116
10334,54,Female,Bachelor,12,Software Engineer,Corporate,6,4,3,6,Low,4,Yes,18,1,5,8.7,5,5.6,No,Yes,0.479
10335,29,Female,Bachelor,2,Software Engineer,MNC,6,4,26,6,High,3,No,6,2,5,8.7,5,7.7,Yes,Yes,0.542
10336,26,Female,Master,25,Software Engineer,MNC,11,6,15,2,Low,1,No,9,3,3,5.9,5,4.7,No,Yes,0.731
10337,25,Female,Bachelor,25,ML Engineer,MNC,8,5,27,6,Low,1,Yes,14,2,1,2.7,5,6.7,No,Yes,0.683
10338,27,Male,Master,17,HR Executive,Corporate,8,4,15,3,High,2,No,14,1,5,0.3,2,5.9,Yes,No,0.028
10339,53,Female,Master,31,HR Executive,MNC,6,6,14,7,High,2,No,3,3,5,0.0,4,6.2,Yes,Yes,0.126
10340,51,Female,Master,13,Data Analyst,Corporate,9,5,25,10,Medium,5,No,14,4,4,0.7,5,6.4,Yes,No,0.397
10341,56,Female,Bachelor,2,ML Engineer,Startup,9,3,5,4,Medium,4,Yes,9,3,4,3.6,3,6.5,No,No,0.226
10342,37,Female,Bachelor,0,Project Manager,MNC,8,4,4,9,Low,4,Yes,17,1,1,1.9,3,7.1,Yes,No,0.445
10343,34,Female,Bachelor,25,HR Executive,MNC,6,1,21,5,Low,3,Yes,4,5,2,2.7,2,7.3,Yes,No,0.0
10344,51,Female,Master,23,ML Engineer,Corporate,6,6,9,10,Low,4,Yes,3,3,5,7.0,3,8.4,Yes,No,0.456
10345,40,Female,Master,34,ML Engineer,MNC,7,4,6,3,High,3,No,6,4,3,9.6,3,7.6,Yes,Yes,0.484
10346,38,Male,Master,13,HR Executive,MNC,6,3,6,1,Medium,5,Yes,10,3,4,2.1,3,7.3,Yes,Yes,0.0
10347,40,Female,Bachelor,2,ML Engineer,Corporate,11,3,9,1,Low,2,Yes,19,2,5,4.7,2,6.1,Yes,No,0.359
10348,49,Female,Bachelor,12,ML Engineer,Corporate,9,4,29,4,Medium,2,Yes,7,5,2,9.9,4,5.0,No,No,0.874
10349,47,Female,Bachelor,13,HR Executive,Corporate,7,2,9,10,Medium,5,No,8,1,3,9.3,2,4.7,Yes,Yes,0.776
10350,58,Female,Bachelor,20,Software Engineer,Startup,11,6,24,10,High,5,Yes,14,5,4,3.5,1,6.4,No,Yes,0.34
10351,47,Male,Bachelor,25,Data Analyst,Corporate,9,5,14,4,High,4,No,18,2,2,3.2,1,7.2,No,No,0.056
10352,44,Male,Bachelor,2,Project Manager,MNC,11,5,5,9,Low,2,No,11,5,2,2.4,3,7.1,Yes,Yes,0.529
10353,30,Male,Bachelor,3,Data Analyst,Startup,10,3,23,8,Low,1,No,17,2,3,1.6,3,8.3,No,No,0.371
10354,33,Male,Bachelor,0,Software Engineer,Corporate,8,4,1,4,Low,5,Yes,10,3,3,4.6,4,6.0,Yes,No,0.347
10355,22,Male,Bachelor,32,Software Engineer,Startup,10,2,7,6,Low,2,No,14,1,4,3.4,3,7.0,No,Yes,0.475
10356,22,Male,Bachelor,6,ML Engineer,Startup,8,6,24,7,Low,2,No,16,2,3,7.4,1,8.1,Yes,No,0.667
10357,55,Female,Bachelor,10,Data Analyst,MNC,9,1,19,10,Medium,3,Yes,19,2,5,2.4,3,6.1,No,Yes,0.41
10358,53,Male,Bachelor,26,Software Engineer,Startup,9,5,14,8,Medium,2,Yes,16,3,3,7.4,4,6.4,Yes,Yes,0.771
10359,46,Male,Master,13,Data Analyst,Corporate,10,6,20,4,High,5,No,7,2,2,2.9,1,8.2,Yes,No,0.099
10360,22,Female,Bachelor,21,Software Engineer,Startup,11,6,20,1,High,4,No,15,1,3,5.9,3,6.7,Yes,No,0.328
10361,37,Male,Bachelor,15,Project Manager,Startup,8,2,17,5,Medium,2,No,8,4,4,6.4,4,7.7,No,No,0.421
10362,26,Female,Bachelor,11,Software Engineer,MNC,8,6,4,1,High,1,No,16,5,5,6.7,4,8.2,Yes,Yes,0.199
10363,43,Female,Bachelor,9,Data Analyst,MNC,7,5,24,4,High,5,No,8,2,3,1.8,1,6.8,No,No,0.0
10364,50,Male,Bachelor,23,ML Engineer,Corporate,6,4,3,7,Low,4,Yes,5,5,5,2.8,1,4.9,Yes,Yes,0.054
10365,24,Female,Bachelor,17,Data Analyst,MNC,11,5,9,7,High,4,No,18,5,3,2.5,1,7.8,Yes,Yes,0.188
10366,33,Male,Master,21,HR Executive,Corporate,11,1,18,1,High,5,No,14,4,5,5.8,4,7.8,No,No,0.063
10367,47,Male,Bachelor,8,Data Analyst,Corporate,7,4,13,9,High,4,Yes,16,2,3,0.8,1,5.0,Yes,Yes,0.205
10368,37,Female,Bachelor,16,Project Manager,MNC,9,3,22,2,Medium,1,No,4,1,3,5.2,1,6.7,No,No,0.263
10369,58,Female,PhD,12,Project Manager,Startup,10,2,23,5,Medium,2,No,9,2,1,0.9,4,6.4,Yes,No,0.463
10370,43,Male,Bachelor,5,Project Manager,MNC,11,5,12,6,Low,5,No,7,5,2,3.4,4,7.9,No,Yes,0.422
10371,50,Female,Bachelor,20,Software Engineer,Startup,8,4,28,1,High,2,Yes,14,3,4,6.9,1,5.6,No,No,0.232
10372,35,Female,PhD,6,Project Manager,Startup,7,6,9,2,Medium,2,No,19,4,4,4.1,1,6.2,Yes,No,0.0
10373,49,Male,Master,24,Data Analyst,Corporate,10,4,21,7,Low,4,Yes,14,1,1,2.8,1,6.9,Yes,No,0.369
10374,26,Male,Bachelor,10,ML Engineer,Corporate,10,5,5,6,High,5,Yes,13,1,3,6.2,4,6.6,No,No,0.567
10375,51,Female,Bachelor,13,Project Manager,MNC,11,3,12,6,Low,2,Yes,3,5,2,7.4,5,8.3,Yes,No,0.809
10376,26,Male,Bachelor,28,Data Analyst,Startup,6,5,20,6,Low,3,No,11,1,5,2.5,2,8.3,No,No,0.042
10377,33,Male,Bachelor,9,Software Engineer,MNC,8,3,10,7,High,1,Yes,10,5,1,3.0,3,4.8,No,No,0.664
10378,37,Male,Master,4,Software Engineer,Corporate,10,6,21,10,Medium,4,No,16,1,4,6.4,2,5.7,Yes,Yes,0.621
10379,47,Male,Bachelor,7,ML Engineer,Startup,8,5,24,9,High,5,No,6,1,4,9.7,4,4.5,No,No,0.839
10380,47,Male,Bachelor,4,ML Engineer,MNC,11,4,14,9,High,5,Yes,13,5,4,2.1,5,6.2,No,No,0.512
10381,42,Male,PhD,23,Data Analyst,MNC,7,1,1,2,High,4,No,19,4,3,6.5,4,7.1,No,Yes,0.26
10382,57,Male,PhD,25,ML Engineer,Corporate,10,1,25,2,Medium,2,Yes,10,1,5,9.1,1,6.4,Yes,No,0.562
10383,54,Female,Bachelor,5,ML Engineer,Corporate,11,6,26,5,High,4,Yes,3,2,5,4.6,3,4.8,Yes,No,0.465
10384,51,Male,Master,15,Software Engineer,Corporate,10,4,14,10,Medium,5,No,7,3,5,3.2,2,5.3,Yes,Yes,0.497
10385,58,Female,Bachelor,11,Data Analyst,Corporate,7,1,18,7,Low,3,No,10,5,3,6.7,4,5.2,Yes,No,0.654
10386,44,Female,PhD,10,ML Engineer,MNC,8,6,16,3,Medium,2,No,10,1,4,0.3,5,6.5,No,Yes,0.16
10387,31,Female,Bachelor,2,Data Analyst,Corporate,8,3,19,3,Low,4,No,11,4,4,3.6,1,7.2,Yes,No,0.0
10388,26,Male,Bachelor,5,Project Manager,Corporate,10,4,17,4,Low,5,No,9,2,3,2.6,5,5.8,Yes,Yes,0.24
10389,57,Male,Bachelor,18,Software Engineer,MNC,11,3,5,3,High,5,Yes,12,5,2,2.2,3,5.0,Yes,No,0.231
10390,55,Female,Bachelor,17,Software Engineer,MNC,7,4,14,3,Medium,5,No,18,2,3,1.8,5,7.7,Yes,Yes,0.004
10391,52,Male,Bachelor,15,Software Engineer,Startup,9,3,28,8,Low,3,No,5,3,3,7.4,5,7.9,Yes,Yes,0.819
10392,31,Female,Master,22,HR Executive,MNC,8,3,16,7,Low,2,No,12,4,4,9.6,1,5.6,No,Yes,0.709
10393,40,Male,Master,8,Data Analyst,Startup,9,1,23,7,Medium,4,Yes,10,5,5,3.8,5,6.2,Yes,No,0.382
10394,53,Male,Bachelor,2,Project Manager,Corporate,10,4,25,10,Medium,2,Yes,6,5,4,0.5,1,4.8,Yes,Yes,0.44
10395,22,Female,Bachelor,7,ML Engineer,Startup,9,5,21,2,Low,5,Yes,14,1,2,7.2,3,5.4,Yes,No,0.452
10396,26,Female,Bachelor,3,Project Manager,Startup,11,1,8,9,Low,3,No,7,2,1,5.4,4,7.6,Yes,Yes,0.925
10397,25,Female,PhD,11,Data Analyst,Corporate,11,3,11,6,Medium,3,Yes,6,5,1,7.2,1,6.0,No,No,0.607
10398,37,Male,PhD,30,Software Engineer,Corporate,9,3,21,3,Medium,5,Yes,7,2,3,6.5,4,6.9,Yes,Yes,0.466
10399,45,Female,PhD,24,HR Executive,Corporate,11,5,25,9,Low,2,No,17,3,1,9.1,2,8.3,No,Yes,1.0
10400,37,Male,PhD,15,Data Analyst,Startup,8,5,22,9,High,2,No,14,1,5,1.4,5,7.4,Yes,Yes,0.425
10401,23,Male,Bachelor,13,Data Analyst,MNC,10,3,4,6,Medium,3,No,15,3,4,1.7,4,6.3,No,Yes,0.361
10402,49,Male,Bachelor,12,ML Engineer,MNC,9,5,13,10,Low,1,Yes,8,1,2,3.4,5,6.0,Yes,No,0.748
10403,53,Female,Master,6,Project Manager,MNC,8,2,23,6,Low,3,Yes,19,1,2,4.9,1,5.3,No,No,0.476
10404,48,Female,PhD,11,Project Manager,Corporate,9,1,7,8,High,3,Yes,12,2,2,9.3,5,7.5,No,Yes,0.898
10405,41,Female,Bachelor,3,ML Engineer,Corporate,8,4,25,8,Medium,4,No,16,1,4,9.1,3,4.9,Yes,Yes,0.838
10406,45,Male,Bachelor,1,HR Executive,MNC,11,5,24,6,Low,3,No,17,3,5,8.7,4,4.7,No,No,0.928
